"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT06","WT06_ATTRIBUTES"
"USC00201502","1984-01-29","42.3263","-84.0133","274.3","CHELSEA, MI US","   13",",,0,0800","   25",",,0,","  178",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-01-30","42.3263","-84.0133","274.3","CHELSEA, MI US","   18",",,0,0800","   25",",,0,","  203",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-01-31","42.3263","-84.0133","274.3","CHELSEA, MI US","   13",",,0,0800","   25",",,0,","  203",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-01","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","  178",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-02","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","  178",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-03","42.3263","-84.0133","274.3","CHELSEA, MI US","    5",",,0,0800","   13",",,0,","  127",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-04","42.3263","-84.0133","274.3","CHELSEA, MI US","    3",",,0,0800","    8",",,0,","  127",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-05","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","T,,0,0800","    0","T,,0,","  127",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-06","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","  127",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-07","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","  127",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-08","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","  102",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-09","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","  102",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-10","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","  102",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-11","42.3263","-84.0133","274.3","CHELSEA, MI US","    8",",,0,0800","    0","P,,0,","   76",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-12","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","   51",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-13","42.3263","-84.0133","274.3","CHELSEA, MI US","    5",",,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-14","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-15","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-16","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-17","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-18","42.3263","-84.0133","274.3","CHELSEA, MI US","   41",",,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-19","42.3263","-84.0133","274.3","CHELSEA, MI US","    3",",,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-20","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-21","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-22","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-23","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-24","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-25","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-26","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-27","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-28","42.3263","-84.0133","274.3","CHELSEA, MI US","   46",",,0,0800","   46",",,0,","   51",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-02-29","42.3263","-84.0133","274.3","CHELSEA, MI US","    3",",,0,0800","    5",",,0,","   51",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-01","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","   25",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-02","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-03","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-04","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-05","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-06","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","T,,0,0800","    3",",,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-07","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-08","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-09","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-10","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-11","42.3263","-84.0133","274.3","CHELSEA, MI US","   10",",,0,0800","   10",",,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-12","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-13","42.3263","-84.0133","274.3","CHELSEA, MI US","   53",",,0,0800","   56",",,0,","   51",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-14","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","   25",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-15","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-16","42.3263","-84.0133","274.3","CHELSEA, MI US","  315",",,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-17","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-18","42.3263","-84.0133","274.3","CHELSEA, MI US","   36",",,0,0800","   46",",,0,","   51",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-19","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","   25",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-20","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","T,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-21","42.3263","-84.0133","274.3","CHELSEA, MI US","  211",",,0,0800","   28",",,0,","   25",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-22","42.3263","-84.0133","274.3","CHELSEA, MI US","   48",",,0,0800","   64",",,0,","   76",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-23","42.3263","-84.0133","274.3","CHELSEA, MI US","    5",",,0,0800","    0","T,,0,","   76",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-24","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-25","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-26","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-27","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-28","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-29","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-30","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-03-31","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-01","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-02","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-03","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-04","42.3263","-84.0133","274.3","CHELSEA, MI US","    8",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-05","42.3263","-84.0133","274.3","CHELSEA, MI US","   84",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-06","42.3263","-84.0133","274.3","CHELSEA, MI US","    5",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-07","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-08","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-09","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-10","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-11","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-12","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-13","42.3263","-84.0133","274.3","CHELSEA, MI US","   76",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-14","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-15","42.3263","-84.0133","274.3","CHELSEA, MI US","   18",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-16","42.3263","-84.0133","274.3","CHELSEA, MI US","   25",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-17","42.3263","-84.0133","274.3","CHELSEA, MI US","   15",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-18","42.3263","-84.0133","274.3","CHELSEA, MI US","   53",",,0,0800","    0","T,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-19","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-20","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-21","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-22","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-23","42.3263","-84.0133","274.3","CHELSEA, MI US","  137",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-24","42.3263","-84.0133","274.3","CHELSEA, MI US","   15",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-25","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-26","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-27","42.3263","-84.0133","274.3","CHELSEA, MI US","   64",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-28","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-29","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-04-30","42.3263","-84.0133","274.3","CHELSEA, MI US","   18",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-01","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-02","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-03","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-04","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-05","42.3263","-84.0133","274.3","CHELSEA, MI US","    5",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-06","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","T,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-07","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-08","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-09","42.3263","-84.0133","274.3","CHELSEA, MI US","    3",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-10","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-11","42.3263","-84.0133","274.3","CHELSEA, MI US","    3",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-12","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-13","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-14","42.3263","-84.0133","274.3","CHELSEA, MI US","   97",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-15","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-16","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-17","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-18","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-19","42.3263","-84.0133","274.3","CHELSEA, MI US","   81",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-20","42.3263","-84.0133","274.3","CHELSEA, MI US","   43",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-21","42.3263","-84.0133","274.3","CHELSEA, MI US","   13",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-22","42.3263","-84.0133","274.3","CHELSEA, MI US","   18",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-23","42.3263","-84.0133","274.3","CHELSEA, MI US","  239",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-24","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-25","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-26","42.3263","-84.0133","274.3","CHELSEA, MI US","  361",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-27","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-28","42.3263","-84.0133","274.3","CHELSEA, MI US","   15",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-29","42.3263","-84.0133","274.3","CHELSEA, MI US","   41",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-30","42.3263","-84.0133","274.3","CHELSEA, MI US","   10",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-05-31","42.3263","-84.0133","274.3","CHELSEA, MI US","    3",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-01","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-02","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-03","42.3263","-84.0133","274.3","CHELSEA, MI US","   89",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-04","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-05","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-06","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-07","42.3263","-84.0133","274.3","CHELSEA, MI US","   10",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-08","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-09","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-10","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-11","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-12","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-13","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-14","42.3263","-84.0133","274.3","CHELSEA, MI US","    3",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-15","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-16","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-17","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-18","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-19","42.3263","-84.0133","274.3","CHELSEA, MI US","   38",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-20","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-21","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-22","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-23","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-24","42.3263","-84.0133","274.3","CHELSEA, MI US","    5",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-25","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-26","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-27","42.3263","-84.0133","274.3","CHELSEA, MI US","   13",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-28","42.3263","-84.0133","274.3","CHELSEA, MI US","   48",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-29","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-06-30","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-07-01","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0",",,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-07-02","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-07-03","42.3263","-84.0133","274.3","CHELSEA, MI US","   56",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-07-04","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-07-05","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-07-06","42.3263","-84.0133","274.3","CHELSEA, MI US","   13",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-07-07","42.3263","-84.0133","274.3","CHELSEA, MI US","   41",",,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-07-08","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
"USC00201502","1984-07-09","42.3263","-84.0133","274.3","CHELSEA, MI US","    0","P,,0,0800","    0","P,,0,","    0","P,,0,",,,,,,,,,,,,,,,,
