"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00205050","2001-12-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,","    0","P,,0,","    0","P,,0,","   67",",,0","  -22",",,0",,,"  -11",",,0,",,
"USC00205050","2001-12-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,","    0","P,,0,","    0","P,,0,","   67",",,0","  -11",",,0",,,"   33",",,0,",,
"USC00205050","2001-12-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,","    0","P,,0,","    0","P,,0,","  156",",,0","   22",",,0",,,"  100",",,0,",,
"USC00205050","2001-12-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,","    0","P,,0,","    0","P,,0,","  156",",,0","   94",",,0",,,"  106",",,0,",,
"USC00205050","2001-12-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    5",",,0,","    0","P,,0,","    0","P,,0,","  206",",,0","   83",",,0",,,"   83",",,0,",,
"USC00205050","2001-12-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,","    0","P,,0,","    0","P,,0,","  106",",,0","    0",",,0",,,"   44",",,0,",,
"USC00205050","2001-12-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,","    0","P,,0,","    0","P,,0,","  106",",,0","   11",",,0",,,"   22",",,0,",,
"USC00205050","2001-12-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","P,,0,","   72",",,0","    0",",,0",,,"   11",",,0,0700",,
"USC00205050","2001-12-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   50",",,0","  -50",",,0",,,"  -50",",,0,0700",,
"USC00205050","2001-12-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   89",",,0","  -50",",,0",,,"  -44",",,0,0700",,
"USC00205050","2001-12-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   89",",,0","  -44",",,0",,,"   17",",,0,0700",,
"USC00205050","2001-12-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","   61",",,0,0700","    0","P,,0,","    0","P,,0,","  100",",,0","   17",",,0",,,"   94",",,0,0700",,
"USC00205050","2001-12-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","P,,0,","  100",",,0","   28",",,0",,,"   44",",,0,0700",,
"USC00205050","2001-12-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","  155",",,0,0700","    0","T,,0,","    0",",,0,","   50",",,0","    0",",,0",,,"    0",",,0,0700",,
"USC00205050","2001-12-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   61",",,0","   -6",",,0",,,"   28",",,0,0700",,
"USC00205050","2001-12-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","  109",",,0,0700","    0","P,,0,","    0","P,,0,","   56",",,0","   28",",,0",,,"   44",",,0,0700",,
"USC00205050","2001-12-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","   36",",,0,0700","    0","P,,0,","    0","P,,0,","   89",",,0","   22",",,0",,,"   22",",,0,0700",,
"USC00205050","2001-12-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   78",",,0","    0",",,0",,,"   17",",,0,0700",,
"USC00205050","2001-12-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","   15",",,0,0700","    0","T,,0,","    0",",,0,","   61",",,0","  -11",",,0",,,"   -6",",,0,0700",,
"USC00205050","2001-12-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   50",",,0","  -61",",,0",,,"  -61",",,0,0700",,
"USC00205050","2001-12-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   44",",,0","  -56",",,0",,,"   11",",,0,0700",,
"USC00205050","2001-12-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","P,,0,","   67",",,0","  -56",",,0",,,"   67",",,0,0700",,
"USC00205050","2001-12-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","    0","T,,0,","   67",",,0","  -56",",,0",,,"  -56",",,0,0700",,
"USC00205050","2001-12-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0",",,0,","  -33",",,0","  -67",",,0",,,"  -61",",,0,0700",,
"USC00205050","2001-12-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","    0","T,,0,","  -44",",,0"," -117",",,0",,," -117",",,0,0700",,
"USC00205050","2001-12-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","    0","T,,0,","  -39",",,0"," -117",",,0",,,"  -78",",,0,0700",,
"USC00205050","2001-12-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    8",",,0,","    0","T,I,0,","  -28",",,0","  -78",",,0",,,"  -50",",,0,0700",,
"USC00205050","2001-12-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,0,0700","   13",",I,0,","   51",",I,0,","  -22",",,0","  -72",",,0",,,"  -72",",,0,0700",,
"USC00205050","2001-12-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","    3",",,0,0700","   10",",,0,","   51",",,0,","  -44",",,0"," -122",",,0",,,"  -94",",,0,0700",,
"USC00205050","2001-12-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    5",",,0,","   51",",,0,","  -44",",,0","  -94",",,0",,,"  -83",",,0,0700",,
"USC00205050","2001-12-31","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","   25",",,0,","  -56",",,0"," -150",",,0",,," -100",",,0,0700",,
"USC00205050","2002-01-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","   25",",,0,","    0",",,0"," -122",",,0",,," -122",",,0,0700",,
"USC00205050","2002-01-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   25",",,0,","    0",",,0"," -128",",,0",,," -117",",,0,0700",,
"USC00205050","2002-01-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   25",",,0,","  -11",",,0"," -122",",,0",,,"  -67",",,0,0700",,
"USC00205050","2002-01-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   25",",,0,","   28",",,0","  -67",",,0",,,"  -17",",,0,0700",,
"USC00205050","2002-01-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","   51",",,0,0700","   56",",,0,","  102",",,0,","   33",",,0","  -17",",,0",,,"   -6",",,0,0700",,
"USC00205050","2002-01-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","   51",",,0,","   17",",,0","  -83",",,0",,,"  -83",",,0,0700",,
"USC00205050","2002-01-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   51",",,0,","  -28",",,0"," -117",",,0",,,"  -72",",,0,0700",,
"USC00205050","2002-01-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   51",",,0,","   33",",,0","  -72",",,0",,,"   28",",,0,0700",,
"USC00205050","2002-01-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","T,,0,","   89",",,0","  -17",",,0",,,"  -17",",,0,0700",,
"USC00205050","2002-01-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","T,,0,","   78",",,0","  -17",",,0",,,"   28",",,0,0700",,
"USC00205050","2002-01-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0",",,0,","   50",",,0","  -33",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-01-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","    0","T,,0,","   56",",,0","  -33",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-01-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0",",,0,","   50",",,0","  -28",",,0",,,"    0",",,0,0700",,
"USC00205050","2002-01-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","   20",",,0,0700","    0","P,,0,","    0","P,,0,","   83",",,0","    0",",,0",,,"   11",",,0,0700",,
"USC00205050","2002-01-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","T,,0,","   22",",,0","  -17",",,0",,,"  -11",",,0,0700",,
"USC00205050","2002-01-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","   33",",,0,0700","   30",",,0,","   51",",,0,","   17",",,0","  -22",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-01-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","   51",",,0,","   -6",",,0","  -78",",,0",,,"  -78",",,0,0700",,
"USC00205050","2002-01-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700",,,"   51",",,0,","  -28",",,0"," -122",",,0",,," -100",",,0,0700",,
"USC00205050","2002-01-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   51",",,0,","    6",",,0"," -100",",,0",,,"  -17",",,0,0700",,
"USC00205050","2002-01-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","   25",",,0,","  -11",",,0","  -22",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-01-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   25",",,0,","   22",",,0","  -67",",,0",,,"  -67",",,0,0700",,
"USC00205050","2002-01-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","T,,0,","  106",",,0","  -67",",,0",,,"   44",",,0,0700",,
"USC00205050","2002-01-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,0,0700","    0","P,,0,","    0",",,0,","   83",",,0","    6",",,0",,,"    6",",,0,0700",,
"USC00205050","2002-01-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","    6",",I,0","  -56",",,0",,,"   33",",I,0,0700",,
"USC00205050","2002-01-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   83",",,0","  -22",",,0",,,"    6",",,0,0700",,
"USC00205050","2002-01-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  117",",,0","  -22",",,0",,,"  -11",",,0,0700",,
"USC00205050","2002-01-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  139",",,0","  -11",",,0",,,"   -6",",,0,0700",,
"USC00205050","2002-01-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  144",",,0","  -11",",,0",,,"   22",",,0,0700",,
"USC00205050","2002-01-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","  224",",,0,0700","   10",",,0,","    0","T,,0,","   56",",,0","  -11",",,0",,,"  -11",",,0,0700",,
"USC00205050","2002-01-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","  333",",,0,0700","  208",",,0,","  203",",,0,","   -6",",,0","  -11",",,0",,,"   -6",",,0,0700",,
"USC00205050","2002-01-31","42.1508","-84.0236","294.1","MANCHESTER, MI US","  163",",,0,0700","    0","P,,0,","  127",",,0,","   17",",,0","   -6",",,0",,,"   17",",,0,0700",,
"USC00205050","2002-02-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","    0","T,,0,","  127",",,0,","   17",",,0","  -78",",,0",,,"  -78",",,0,0700",,
"USC00205050","2002-02-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","  102",",,0,","   28",",,0","  -78",",,0",,,"   -6",",,0,0700",,
"USC00205050","2002-02-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","  102",",,0,","   44",",,0","  -83",",,0",,,"  -83",",,0,0700",,
"USC00205050","2002-02-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","  102",",,0,","  -50",",,0"," -133",",,0",,,"  -94",",,0,0700",,
"USC00205050","2002-02-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","  102",",,0,","   17",",,0","  -94",",,0",,,"  -44",",,0,0700",,
"USC00205050","2002-02-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","   76",",,0,","   61",",,0","  -50",",,0",,,"  -17",",,0,0700",,
"USC00205050","2002-02-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","   76",",,0,","   44",",,0","  -61",",,0",,,"  -56",",,0,0700",,
"USC00205050","2002-02-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   76",",,0,","   72",",,0","  -61",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-02-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","   51",",,0,","   78",",,0","  -22",",,0",,,"   28",",,0,0700",,
"USC00205050","2002-02-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","   33",",,0,0700","    0","T,,0,","   25",",,0,","  111",",,0","  -78",",,0",,,"  -78",",,0,0700",,
"USC00205050","2002-02-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","    0","T,,0,","   28",",,0","  -83",",,0",,,"   22",",,0,0700",,
"USC00205050","2002-02-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","T,,0,","    0","T,,0,","   61",",,0"," -106",",,0",,," -100",",,0,0700",,
"USC00205050","2002-02-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","T,,0,","    0",",,0"," -106",",,0",,,"  -44",",,0,0700",,
"USC00205050","2002-02-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","T,,0,","   72",",,0","  -44",",,0",,,"   17",",,0,0700",,
"USC00205050","2002-02-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","T,,0,","   94",",,0","   -6",",,0",,,"    0",",,0,0700",,
"USC00205050","2002-02-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,0,0700","    0","T,,0,","    0","T,,0,","   28",",,0","  -39",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-02-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0",",,0,","  -11",",,0","  -78",",,0",,,"  -72",",,0,0700",,
"USC00205050","2002-02-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0",",,0,","   67",",,0","  -72",",,0",,,"   -6",",,0,0700",,
"USC00205050","2002-02-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","   28",",,0,0700","    0","P,,0,","    0",",,0,","   78",",,0","   -6",",,0",,,"   67",",,0,0700",,
"USC00205050","2002-02-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","   94",",,0,0700","    0","T,,0,","    0","T,,0,","  122",",,0","    6",",,0",,,"    6",",,0,0700",,
"USC00205050","2002-02-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","   20",",,0,0700","    5",",,0,","    0","T,,0,","   22",",,0","  -44",",,0",,,"  -44",",,0,0700",,
"USC00205050","2002-02-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0",",,0,","   17",",,0"," -100",",,0",,,"  -94",",,0,0700",,
"USC00205050","2002-02-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0",",,0,","   50",",,0","  -94",",,0",,,"   17",",,0,0700",,
"USC00205050","2002-02-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0",",,0,","  128",",,0","   17",",,0",,,"   44",",,0,0700",,
"USC00205050","2002-02-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","  109",",,0,0700","   91",",,0,","  102",",,0,","  150",",,0","  -22",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-02-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","   30",",,0,0700","   38",",,0,","  127",",,0,","   -6",",,0","  -67",",,0",,,"  -61",",,0,0700",,
"USC00205050","2002-02-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","  102",",,0,","  -11",",,0"," -117",",,0",,,"  -94",",,0,0700",,
"USC00205050","2002-02-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   76",",,0,","  -22",",,0","  -94",",,0",,,"  -33",",,0,0700",,
"USC00205050","2002-03-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700",,,"   25",",,0,","   28",",,0","  -39",",,0",,,"    0",",,0,0700",,
"USC00205050","2002-03-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","  147",",,0,0700",,,"    0","T,,0,","   50",",,0","  -22",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-03-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","    8",",,0,","   25",",,0,","  -11",",,0"," -156",",,0",,," -156",",,0,0700",,
"USC00205050","2002-03-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","   25",",,0,","  -72",",,0"," -156",",,0",,,"  -72",",,0,0700",,
"USC00205050","2002-03-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","   25",",,0,","   11",",,0","  -78",",,0",,,"  -50",",,0,0700",,
"USC00205050","2002-03-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","    0","T,,0,","  111",",,0","  -50",",,0",,,"   -6",",,0,0700",,
"USC00205050","2002-03-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700",,,"    0","T,,0,","    6",",,0","  -11",",,0",,,"    6",",,0,0700",,
"USC00205050","2002-03-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"    0",",,0,","  156",",,0","    6",",,0",,,"  133",",,0,0700",,
"USC00205050","2002-03-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","  114",",,0,0700","    5",",,0,","    0","T,,0,","  133",",,0","  -72",",,0",,,"  -72",",,0,0700",,
"USC00205050","2002-03-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"    0",",,0,","  -39",",,0","  -83",",,0",,,"  -72",",,0,0700",,
"USC00205050","2002-03-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"   39",",,0","  -72",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-03-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  117",",,0","  -22",",,0",,,"   11",",,0,0700",,
"USC00205050","2002-03-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  178",",,0","   11",",,0",,,"   17",",,0,0700",,
"USC00205050","2002-03-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  106",",,0","   17",",,0",,,"   44",",,0,0700",,
"USC00205050","2002-03-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700",,,,,,,,,,,,,,
"USC00205050","2002-03-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,,,,,,,"  -11",",,0,0700",,
"USC00205050","2002-03-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700",,,,,"   56",",,0","  -11",",,0",,,"   22",",,0,0700",,
"USC00205050","2002-03-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"   56",",,0","  -17",",,0",,,"    6",",,0,0700",,
"USC00205050","2002-03-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700",,,,,"   61",",,0","    6",",,0",,,"   28",",,0,0700",,
"USC00205050","2002-03-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700",,,,,"   61",",,0","  -11",",,0",,,"   28",",,0,0700",,
"USC00205050","2002-03-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","    3",",,0,0700","    3",",,0,","    0","T,,0,","   28",",,0"," -100",",,0",,,"  -89",",,0,0700",,
"USC00205050","2002-03-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"    6",",,0","  -89",",,0",,,"    6",",,0,0700",,
"USC00205050","2002-03-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"   89",",,0","  -56",",,0",,,"  -11",",,0,0700",,
"USC00205050","2002-03-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","    0","T,,0,","   39",",,0","  -61",",,0",,,"  -50",",,0,0700",,
"USC00205050","2002-03-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","   15",",,0,0700","   18",",,0,","   25",",,0,","  -39",",,0","  -56",",,0",,,"  -39",",,0,0700",,
"USC00205050","2002-03-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","   10",",,0,0700","   10",",,0,","   25",",,0,","    6",",,0","  -94",",,0",,,"  -83",",,0,0700",,
"USC00205050","2002-03-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","    0",",,0,","   89",",,0","  -83",",,0",,,"  -61",",,0,0700",,
"USC00205050","2002-03-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"   67",",,0","  -61",",,0",,,"    0",",,0,0700",,
"USC00205050","2002-03-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","   86",",,0,0700",,,,,"  139",",,0","    0",",,0",,,"   33",",,0,0700",,
"USC00205050","2002-03-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  139",",,0","  -28",",,0",,,"    6",",,0,0700",,
"USC00205050","2002-03-31","42.1508","-84.0236","294.1","MANCHESTER, MI US","   20",",,0,0700",,,,,"  139",",,0","  -28",",,0",,,"  -17",",,0,0700",,
"USC00205050","2002-04-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","   23",",,0,0700","    0",",,0,","    0",",,0,","   61",",,0","  -17",",,0",,,"   28",",,0,0700",,
"USC00205050","2002-04-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","  107",",,0,0700",,,,,"   89",",,0","   -6",",,0",,,"   -6",",,0,0700",,
"USC00205050","2002-04-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"   67",",,0","  -56",",,0",,,"  -22",",,0,0700",,
"USC00205050","2002-04-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,",,,"   39",",,0","  -33",",,0",,,"  -28",",,0,0700",,
"USC00205050","2002-04-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"   44",",,0","  -61",",,0",,,"   -6",",,0,0700",,
"USC00205050","2002-04-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"   56",",,0","  -39",",,0",,,"    0",",,0,0700",,
"USC00205050","2002-04-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,0,0700",,,,,"   94",",,0","    0",",,0",,,"   67",",,0,0700",,
"USC00205050","2002-04-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","  239",",,0,0700",,,,,"  144",",,0","   67",",,0",,,"  128",",,0,0700",,
"USC00205050","2002-04-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  128",",,0","  -17",",,0",,,"  -17",",I,0,0700",,
"USC00205050","2002-04-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  150",",,0","   22",",I,0",,,"   33",",,0,0700",,
"USC00205050","2002-04-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  233",",,0","   33",",,0",,,"  144",",,0,0700",,
"USC00205050","2002-04-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","   46",",,0,0700",,,,,"  222",",,0","   94",",,0",,,"   94",",,0,0700",,
"USC00205050","2002-04-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  222",",,0","   94",",,0",,,"   94",",,0,0700",,
"USC00205050","2002-04-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  206",",,0","   94",",,0",,,"  161",",,0,0700",,
"USC00205050","2002-04-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  294",",,0","  150",",,0",,,"  156",",,0,0700",,
"USC00205050","2002-04-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  300",",,0","  156",",,0",,,"  178",",,0,0700",,
"USC00205050","2002-04-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700",,,,,"  283",",,0","  150",",,0",,,"  156",",,0,0700",,
"USC00205050","2002-04-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","   43",",,0,0700",,,,,"  294",",,0","  144",",,0",,,"  144",",,0,0700",,
"USC00205050","2002-04-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","   53",",,0,0700",,,,,"  267",",,0","   61",",,0",,,"   72",",,0,0700",,
"USC00205050","2002-04-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,0,0700",,,,,"  156",",,0","   22",",,0",,,"   22",",,0,0700",,
"USC00205050","2002-04-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","   13",",,0,0700",,,,,"   56",",,0","   11",",,0",,,"   11",",,0,0700",,
"USC00205050","2002-04-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"   61",",,0","   11",",,0",,,"   22",",,0,0700",,
"USC00205050","2002-04-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,,,"  128",",,0","   17",",,0",,,"   28",",,0,0700",,
"USC00205050","2002-04-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","    5",",,0,0700",,,,,"  217",",,0","   28",",,0",,,"   39",",,0,0700",,
