"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00205050","2003-01-31","42.1508","-84.0236","294.1","MANCHESTER, MI US","   30",",,0,0700","   56",",,0,","  152",",,0,","    0",",,0","  -67",",,0",,,"    0",",,0,0700",,
"USC00205050","2003-02-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","  127",",,0,","   22",",,0","   -6",",,0",,,"   -6",",,0,0700",,
"USC00205050","2003-02-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0",",,0,","  102",",,0,","   22",",,0","  -17",",,0",,,"   -6",",,0,0700",,
"USC00205050","2003-02-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","   51",",,0,0700","    8",",,0,","   76",",,0,","   89",",,0","  -28",",,0",,,"  -22",",,0,0700",,
"USC00205050","2003-02-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","   51",",,0,","   -6",",,0"," -117",",,0",,," -117",",,0,0700",,
"USC00205050","2003-02-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"   51",",,0,","  -50",",,0"," -122",",,0",,,"  -61",",,0,0700",,
"USC00205050","2003-02-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"   25",",,0,","   -6",",,0"," -111",",,0",,," -100",",,0,0700",,
"USC00205050","2003-02-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"   51",",,0,","  -39",",,0"," -133",",,0",,," -122",",,0,0700",,
"USC00205050","2003-02-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    3",",,0,0700","    5",",,0,","   51",",,0,","  -11",",,0"," -122",",,0",,,"  -83",",,0,0700",,
"USC00205050","2003-02-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    5",",,0,0700","    8",",,0,","   51",",,0,","  -33",",,0","  -56",",I,0",,,"  -83",",,0,0700",,
"USC00205050","2003-02-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","   51",",,0,","   -6",",,0"," -183",",,0",,," -150",",,0,0700",,
"USC00205050","2003-02-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    8",",,0,","   51",",,0,","  -33",",,0"," -150",",,0",,," -122",",,0,0700",,
"USC00205050","2003-02-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","   51",",,0,","  -61",",,0"," -122",",,0",,," -117",",,0,0700",,
"USC00205050","2003-02-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"   51",",,0,","  -28",",,0"," -161",",,0",,," -161",",,0,0700",,
"USC00205050","2003-02-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"   51",",,0,","   11",",,0"," -161",",,0",,,"  -78",",,0,0700",,
"USC00205050","2003-02-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"   51",",,0,","  -44",",,0"," -139",",,0",,," -133",",,0,0700",,
"USC00205050","2003-02-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","   51",",,0,","  -67",",,0"," -133",",,0",,,"  -72",",,0,0700",,
"USC00205050","2003-02-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","   41",",,0,0700","   51",",,0,","  102",",,0,","  -22",",,0","  -78",",,0",,,"  -50",",,0,0700",,
"USC00205050","2003-02-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"  102",",,0,","    6",",,0","  -50",",,0",,,"    6",",,0,0700",,
"USC00205050","2003-02-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"   76",",,0,","   39",",,0","  -94",",,0",,,"  -94",",,0,0700",,
"USC00205050","2003-02-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"   25",",,0,","   83",",,0","  -94",",,0",,,"  -61",",,0,0700",,
"USC00205050","2003-02-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"   25",",,0,","   56",",,0","  -67",",,0",,,"    6",",,0,0700",,
"USC00205050","2003-02-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","  163",",,0,0700","  140",",,0,","  152",",,0,","   17",",,0","  -94",",,0",,,"  -94",",,0,0700",,
"USC00205050","2003-02-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","  152",",,0,","  -22",",,0"," -128",",,0",,,"  -94",",,0,0700",,
"USC00205050","2003-02-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","   10",",,0,0700","   13",",,0,","  178",",,0,","  -33",",,0"," -211",",,0",,," -211",",,0,0700",,
"USC00205050","2003-02-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"  152",",,0,","  -56",",,0"," -217",",,0",,," -167",",,0,0700",,
"USC00205050","2003-02-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"  152",",,0,","  -39",",,0"," -206",",,0",,," -206",",,0,0700",,
"USC00205050","2003-02-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"  152",",,0,","   11",",,0"," -206",",,0",,," -172",",,0,0700",,
"USC00205050","2003-02-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700",,,"  127",",,0,","   33",",,0"," -178",",,0",,," -100",",,0,0700",,
"USC00205050","2003-03-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","  127",",,0,","    6",",,0"," -100",",,0",,,"    0",",,0,0700",,
"USC00205050","2003-03-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","  127",",,0,","   11",",,0"," -228",",,0",,," -211",",,0,0700",,
"USC00205050","2003-03-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","   10",",,0,0700","   13",",,0,","  152",",,0,","  -50",",,0"," -211",",,0",,," -100",",,0,0700",,
"USC00205050","2003-03-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","   79",",,0,0700","   84",",,0,","  178",",,0,","   67",",,0"," -100",",,0",,,"  -78",",,0,0700",,
"USC00205050","2003-03-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","T,,0,","  178",",,0,","  -28",",,0"," -100",",,0",,," -100",",,0,0700",,
"USC00205050","2003-03-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","  178",",,0,","  -22",",,0"," -156",",,0",,," -133",",,0,0700",,
"USC00205050","2003-03-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","  152",",,0,","   11",",,0"," -133",",,0",,,"    6",",,0,0700",,
"USC00205050","2003-03-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","   86",",,0,0700","    0","P,,0,","  102",",,0,","   56",",,0"," -150",",,0",,," -128",",,0,0700",,
"USC00205050","2003-03-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","  102",",,0,","  -56",",,0"," -133",",,0",,," -133",",,0,0700",,
"USC00205050","2003-03-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","  102",",,0,","  -39",",,0"," -139",",,0",,,"  -72",",,0,0700",,
"USC00205050","2003-03-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   76",",,0,","   44",",,0","  -72",",,0",,,"  -22",",,0,0700",,
"USC00205050","2003-03-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","   61",",,0,0700","   10",",,0,","   76",",,0,","   94",",,0","  -56",",,0",,,,,,
"USC00205050","2003-03-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","   28",",,0,0700","    0","P,,0,","   76",",,0,","   22",",,0","  -94",",,0",,,"  -78",",,0,0700",,
"USC00205050","2003-03-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   76",",,0,","  106",",,0","  -78",",,0",,,"  100",",,0,0700",,
"USC00205050","2003-03-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   25",",,0,","  144",",,0","  -17",",,0",,,"   28",",,0,0700",,
"USC00205050","2003-03-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","T,,0,","  178",",,0","    6",",,0",,,"   11",",,0,0700",,
"USC00205050","2003-03-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","T,,0,","  217",",,0","   11",",,0",,,"   72",",,0,0700",,
"USC00205050","2003-03-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","T,,0,","  111",",,0","   17",",,0",,,"   17",",,0,0700",,
"USC00205050","2003-03-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","   25",",,0,0700","    0","P,,0,","    0",",,0,","   94",",,0","   17",",,0",,,"   61",",,0,0700",,
"USC00205050","2003-03-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","  114",",,0,0700","    0","P,,0,","    0","P,,0,","  183",",,0","   33",",,0",,,"   39",",,0,0700",,
"USC00205050","2003-03-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","    0","P,,0,","    0","P,,0,","  122",",,0","  -11",",,0",,,"   28",",,0,0700",,
"USC00205050","2003-03-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   72",",,0","   -6",",,0",,,"   44",",,0,0700",,
"USC00205050","2003-03-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  111",",,0","  -22",",,0",,,"  -11",",,0,0700",,
"USC00205050","2003-03-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","   33",",,0,0700","    0","P,,0,","    0","P,,0,","  217",",,0","  -11",",,0",,,"   72",",,0,0700",,
"USC00205050","2003-03-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  178",",,0","  -17",",,0",,,"  -17",",,0,0700",,
"USC00205050","2003-03-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  128",",,0","  -17",",,0",,,"    0",",,0,0700",,
"USC00205050","2003-03-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  161",",,0","    6",",,0",,,"  122",",,0,0700",,
"USC00205050","2003-03-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","  185",",,0,0700","    0","P,,0,","    0","P,,0,","  217",",,0","   17",",,0",,,"   17",",,0,0700",,
"USC00205050","2003-03-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","   28",",,0","  -56",",,0",,,"  -56",",,0,0700",,
"USC00205050","2003-03-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","   13",",,0,","   25",",,0,","   33",",,0","  -50",",,0",,,"  -22",",,0,0700",,
"USC00205050","2003-03-31","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","    0","P,,0,","    0",",,0,","   78",",,0","  -22",",,0",,,"   50",",,0,0700",,
"USC00205050","2003-04-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  217",",,0","   33",",,0",,,"   44",",,0,0700",,
"USC00205050","2003-04-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  244",",,0","   39",",,0",,,"   44",",,0,0700",,
"USC00205050","2003-04-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","  132",",,0,0700","    0","P,,0,","    0","P,,0,","   72",",,0","    0",",,0",,,"    0",",,0,0700",,
"USC00205050","2003-04-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","  396",",,0,0700","    0","P,,0,","    0","P,,0,","   17",",,0","  -11",",,0",,,"  -11",",,0,0700",,
"USC00205050","2003-04-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    3",",,0,0700","    0","P,,0,","    0","P,,0,","    6",",,0","  -39",",,0",,,"  -33",",,0,0700",,
"USC00205050","2003-04-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","   28",",,0,0700","   30",",,0,","   25",",,0,","   33",",,0","  -33",",,0",,,"  -33",",,0,0700",,
"USC00205050","2003-04-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","   61",",,0,0700","   51",",,0,","   76",",,0,","  -11",",,0","  -33",",,0",,,"  -17",",,0,0700",,
"USC00205050","2003-04-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","   51",",,0,","   11",",,0","  -50",",,0",,,"  -50",",,0,0700",,
"USC00205050","2003-04-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","T,,0,","   89",",,0","  -50",",,0",,,"  -39",",,0,0700",,
"USC00205050","2003-04-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0",",,0,","  156",",,0","  -39",",,0",,,"  -22",",,0,0700",,
"USC00205050","2003-04-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,",,,,,,,,,,
"USC00205050","2003-04-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  211",",,0","  -22",",,0",,,"   67",",,0,0700",,
"USC00205050","2003-04-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  156",",,0","    0",",,0",,,"    0",",,0,0700",,
"USC00205050","2003-04-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  250",",,0","    0",",,0",,,"  139",",,0,0700",,
"USC00205050","2003-04-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  289",",,0","   89",",,0",,,"  111",",,0,0700",,
"USC00205050","2003-04-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  206",",,0","   22",",,0",,,"   22",",,0,0700",,
"USC00205050","2003-04-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","   66",",,0,0700","    0","P,,0,","    0","P,,0,","  106",",,0","   17",",,0",,,"   67",",,0,0700",,
"USC00205050","2003-04-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","   33",",,0,0700","    0","P,,0,","    0","P,,0,","  161",",,0","   67",",,0",,,"  117",",,0,0700",,
"USC00205050","2003-04-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  211",",,0","  111",",,0",,,"  150",",,0,0700",,
"USC00205050","2003-04-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","   48",",,0,0700","    0","P,,0,","    0","P,,0,","  239",",,0","   94",",,0",,,"  111",",,0,0700",,
"USC00205050","2003-04-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","   10",",,0,0700","    0","P,,0,","    0","P,,0,","  117",",,0","   17",",,0",,,"   17",",,0,0700",,
"USC00205050","2003-04-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  100",",,0","  -17",",,0",,,"  -17",",,0,0700",,
"USC00205050","2003-04-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  144",",,0","  -22",",,0",,,"    0",",,0,0700",,
"USC00205050","2003-04-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  161",",,0","    0",",,0",,,"   11",",,0,0700",,
"USC00205050","2003-04-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  178",",,0","   11",",,0",,,"   28",",,0,0700",,
"USC00205050","2003-04-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  172",",,0","    0",",,0",,,"  117",",,0,0700",,
"USC00205050","2003-04-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  228",",,0","   78",",,0",,,"   83",",,0,0700",,
"USC00205050","2003-04-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  261",",,0","   56",",,0",,,"   56",",,0,0700",,
"USC00205050","2003-04-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  194",",,0","   56",",,0",,,"  106",",,0,0700",,
"USC00205050","2003-04-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","  180",",,0,0700","    0","P,,0,","    0","P,,0,","  167",",,0","  128",",I,0",,,"   94",",,0,0700",,
"USC00205050","2003-05-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","  198",",,0,0700","    0","P,,0,","    0","P,,0,","  228",",,0","   89",",,0",,,"   94",",,0,0700",,
"USC00205050","2003-05-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","    0","P,,0,","    0","P,,0,","  139",",,0","   22",",,0",,,"   56",",,0,0700",,
"USC00205050","2003-05-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  167",",,0","    6",",,0",,,"   44",",,0,0700",,
"USC00205050","2003-05-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","  132",",,0,0700","    0","P,,0,","    0","P,,0,","  189",",,0","   44",",,0",,,"  111",",,0,0700",,
"USC00205050","2003-05-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","   33",",,0,0700","    0","P,,0,","    0","P,,0,","  250",",,0","   89",",,0",,,"   89",",,0,0700",,
"USC00205050","2003-05-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  228",",,0","   89",",,0",,,"   94",",,0,0700",,
"USC00205050","2003-05-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","  122",",,0,0700","    0","P,,0,","    0","P,,0,","  133",",,0","   94",",,0",,,"   94",",,0,0700",,
"USC00205050","2003-05-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","  145",",,0,0700","    0","P,,0,","    0","P,,0,","  167",",,0","   83",",,0",,,"   89",",,0,0700",,
"USC00205050","2003-05-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","  132",",,0,0700","    0","P,,0,","    0","P,,0,","  150",",,0",,,,,"  144",",,0,0700",,
"USC00205050","2003-05-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","    0","P,,0,","    0","P,,0,","  233",",,0","  144",",,0",,,"  194",",,0,0700",,
"USC00205050","2003-05-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","   36",",,0,0700","    0","P,,0,","    0","P,,0,","  194",",,0","   67",",,0",,,"   67",",,0,0700",,
"USC00205050","2003-05-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","    0","P,,0,","    0","P,,0,","  106",",,0","   56",",,0",,,"   61",",,0,0700",,
"USC00205050","2003-05-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  200",",,0","   28",",,0",,,"   33",",,0,0700",,
"USC00205050","2003-05-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","   86",",,0,0700","    0","P,,0,","    0","P,,0,","  211",",,0","   33",",,0",,,"   94",",,0,0700",,
"USC00205050","2003-05-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","   33",",,0,0700","    0","P,,0,","    0","P,,0,","  122",",,0","   83",",,0",,,"  106",",,0,0700",,
"USC00205050","2003-05-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  194",",,0","  106",",,0",,,"  117",",,0,0700",,
"USC00205050","2003-05-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  217",",,0","   94",",,0",,,"  139",",,0,0700",,
"USC00205050","2003-05-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  200",",,0","  139",",,0",,,"  144",",,0,0700",,
"USC00205050","2003-05-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","P,,0,","  217",",,0","  144",",,0",,,"  178",",,0,0700",,
"USC00205050","2003-05-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","    0","P,,0,","    0","P,,0,","  217",",,0","   39",",,0",,,"   44",",,0,0700",,
"USC00205050","2003-05-21","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  161",",,0","   28",",,0",,,"   67",",,0,0700",,
"USC00205050","2003-05-22","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  189",",,0","   44",",,0",,,"   50",",,0,0700",,
"USC00205050","2003-05-23","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","P,,0,","  167",",,0","   50",",,0",,,"   89",",,0,0700",,
"USC00205050","2003-05-24","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","P,,0,","  128",",,0","   72",",,0",,,"   78",",,0,0700",,
"USC00205050","2003-05-25","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  194",",,0","   67",",,0",,,"  100",",,0,0700",,
"USC00205050","2003-05-26","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  194",",,0","   56",",,0",,,"   72",",,0,0700",,
"USC00205050","2003-05-27","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","P,,0,","  211",",,0","   72",",,0",,,"   89",",,0,0700",,
"USC00205050","2003-05-28","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  233",",,0","   89",",,0",,,"  111",",,0,0700",,
"USC00205050","2003-05-29","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","P,,0,","  244",",,0","   89",",,0",,,"   94",",,0,0700",,
"USC00205050","2003-05-30","42.1508","-84.0236","294.1","MANCHESTER, MI US","  168",",,0,0700","    0","P,,0,","    0","P,,0,","  211",",,0","   94",",,0",,,"  117",",,0,0700",,
"USC00205050","2003-05-31","42.1508","-84.0236","294.1","MANCHESTER, MI US","    8",",,0,0700","    0","P,,0,","    0","P,,0,","  133",",,0","   28",",,0",,,"   67",",,0,0700",,
"USC00205050","2003-06-01","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  189",",,0","   50",",,0",,,"   78",",,0,0700",,
"USC00205050","2003-06-02","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  222",",,0","   78",",,0",,,"  122",",,0,0700",,
"USC00205050","2003-06-03","42.1508","-84.0236","294.1","MANCHESTER, MI US","   15",",,0,0700","    0","P,,0,","    0","P,,0,","  161",",,0","   94",",,0",,,"   94",",,0,0700",,
"USC00205050","2003-06-04","42.1508","-84.0236","294.1","MANCHESTER, MI US","   15",",,0,0700","    0","P,,0,","    0","P,,0,","  122",",,0","   94",",,0",,,"  106",",,0,0700",,
"USC00205050","2003-06-05","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  217",",,0","   72",",,0",,,"   83",",,0,0700",,
"USC00205050","2003-06-06","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0","T,,0,0700","    0","P,,0,","    0","P,,0,","  244",",,0","   83",",,0",,,"  156",",,0,0700",,
"USC00205050","2003-06-07","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  250",",,0","  117",",,0",,,"  172",",,0,0700",,
"USC00205050","2003-06-08","42.1508","-84.0236","294.1","MANCHESTER, MI US","   51",",,0,0700","    0","P,,0,","    0","P,,0,","  217",",,0","  122",",,0",,,"  128",",,0,0700",,
"USC00205050","2003-06-09","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  239",",,0","  100",",,0",,,"  111",",,0,0700",,
"USC00205050","2003-06-10","42.1508","-84.0236","294.1","MANCHESTER, MI US","   20",",,0,0700","    0","P,,0,","    0","P,,0,","  228",",,0","  111",",,0",,,"  178",",,0,0700",,
"USC00205050","2003-06-11","42.1508","-84.0236","294.1","MANCHESTER, MI US","   28",",,0,0700","    0","P,,0,","    0","P,,0,","  267",",,0","  111",",,0",,,"  150",",,0,0700",,
"USC00205050","2003-06-12","42.1508","-84.0236","294.1","MANCHESTER, MI US","   86",",,0,0700","    0","P,,0,","    0","P,,0,","  172",",,0","  139",",,0",,,"  144",",,0,0700",,
"USC00205050","2003-06-13","42.1508","-84.0236","294.1","MANCHESTER, MI US","    3",",,0,0700","    0","P,,0,","    0","P,,0,","  228",",,0","  139",",,0",,,"  167",",,0,0700",,
"USC00205050","2003-06-14","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  267",",,0","  133",",,0",,,"  167",",,0,0700",,
"USC00205050","2003-06-15","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  283",",,0","  111",",,0",,,"  128",",,0,0700",,
"USC00205050","2003-06-16","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  267",",,0","  128",",,0",,,"  161",",,0,0700",,
"USC00205050","2003-06-17","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  244",",,0","  150",",,0",,,"  161",",,0,0700",,
"USC00205050","2003-06-18","42.1508","-84.0236","294.1","MANCHESTER, MI US","   89",",,0,0700","    0","P,,0,","    0","P,,0,","  294",",,0","  144",",,0",,,"  144",",,0,0700",,
"USC00205050","2003-06-19","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  217",",,0","   83",",,0",,,"  106",",,0,0700",,
"USC00205050","2003-06-20","42.1508","-84.0236","294.1","MANCHESTER, MI US","    0",",,0,0700","    0","P,,0,","    0","P,,0,","  239",",,0","   83",",,0",,,"  161",",,0,0700",,
