"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","MDSF","MDSF_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES"
"USC00200842","2005-11-12","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","  172",",,0","  -33",",,0",,,,,,,"  167",",,0,0700",,
"USC00200842","2005-11-13","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   28",",,0,0700","    0","P,,0","    0","P,,0","  200",",,0","  100",",,0",,,,,,,"  117",",,0,0700",,
"USC00200842","2005-11-14","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","  178",",,0","  -17",",,0",,,,,,,"  -17",",,0,0700",,
"USC00200842","2005-11-15","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   86",",,0,0700","    0","P,,0","    0","P,,0","  100",",,0","  -17",",,0",,,,,,,"   56",",,0,0700",,
"USC00200842","2005-11-16","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  716",",,0,0700","    0","P,,0","    0","P,,0","  172",",,0","   33",",,0",,,,,,,"   33",",,0,0700",,
"USC00200842","2005-11-17","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    3",",,0","    0","T,,0","   33",",,0","  -56",",,0",,,,,,,"  -56",",,0,0700",,
"USC00200842","2005-11-18","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    3",",,0","    0",",,0","  -17",",,0","  -94",",,0",,,,,,,"  -50",",,0,0700",,
"USC00200842","2005-11-19","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","   11",",,0","  -50",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2005-11-20","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","  106",",,0","  -22",",,0",,,,,,,"   28",",,0,0700",,
"USC00200842","2005-11-21","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","  111",",,0","  -11",",,0",,,,,,,"   17",",,0,0700",,
"USC00200842","2005-11-22","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","   56",",,0","  -11",",,0",,,,,,,"    0",",,0,0700",,
"USC00200842","2005-11-23","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","    6",",,0","  -56",",,0",,,,,,,"  -44",",,0,0700",,
"USC00200842","2005-11-24","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   69",",,0,0700","   25",",,0","   25",",,0","   17",",,0","  -56",",,0",,,,,,,"  -56",",,0,0700",,
"USC00200842","2005-11-25","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    5",",,0,0700","    5",",,0","   25",",,0","  -56",",,0"," -122",",,0",,,,,,," -117",",,0,0700",,
"USC00200842","2005-11-26","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   30",",,0,0700","   30",",,0","   51",",,0","  -39",",,0"," -117",",,0",,,,,,,"  -39",",,0,0700",,
"USC00200842","2005-11-27","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   64",",,0,0700","    0","P,,0","   25",",,0","   22",",,0","  -39",",,0",,,,,,,"   22",",,0,0700",,
"USC00200842","2005-11-28","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   18",",,0,0700","    0","P,,0",,,"  111",",,0","   22",",,0",,,,,,,"  111",",,0,0700",,
"USC00200842","2005-11-29","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  234",",,0,0700","    0","P,,0",,,"  189",",,0","   67",",,0",,,,,,,"   78",",,0,0700",,
"USC00200842","2005-11-30","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    3",",,0,0700","    0","P,,0","    0","P,,0","   72",",,0","  -28",",,0",,,,,,,"  -28",",,0,0700",,
"USC00200842","2005-12-01","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","   -6",",,0","  -33",",,0",,,,,,,"  -33",",,0,0700",,
"USC00200842","2005-12-02","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   18",",,0,0700",,,,,"  -11",",,0","  -44",",,0",,,,,,,"  -33",",,0,0700",,
"USC00200842","2005-12-03","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700",,,,,"  -11",",,0","  -83",",,0",,,,,,,"  -72",",,0,0700",,
"USC00200842","2005-12-04","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   43",",,0,0700","   71",",,0","   76",",,0","  -28",",,0","  -72",",,0",,,,,,,"  -56",",,0,0700",,
"USC00200842","2005-12-05","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","   76",",,0","  -17",",,0","  -61",",,0",,,,,,,"  -61",",,0,0700",,
"USC00200842","2005-12-06","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","   76",",,0","  -44",",,0"," -183",",,0",,,,,,," -161",",,0,0700",,
"USC00200842","2005-12-07","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","   76",",,0","  -72",",,0"," -161",",,0",,,,,,," -133",",,0,0700",,
"USC00200842","2005-12-08","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","   51",",,0","  -72",",,0"," -189",",,0",,,,,,," -172",",,0,0700",,
"USC00200842","2005-12-09","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  130",",,0,0700",,,"  152",",,0","  -28",",,0"," -189",",,0",,,,,,,"  -56",",,0,0700",,
"USC00200842","2005-12-10","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  152",",,0","  -56",",,0"," -106",",,0",,,,,,,"  -89",",,0,0700",,
"USC00200842","2005-12-11","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  152",",,0","  -11",",,0","  -89",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2005-12-12","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0","P,,0","  152",",,0","    6",",,0"," -150",",,0",,,,,,," -150",",,0,0700",,
"USC00200842","2005-12-13","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    3",",,0,0700",,,"  152",",,0","  -61",",,0"," -161",",,0",,,,,,," -100",",,0,0700",,
"USC00200842","2005-12-14","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  152",",,0","  -44",",,0"," -106",",,0",,,,,,," -106",",I,0,0700",,
"USC00200842","2005-12-15","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   25",",,0,0700","    5",",,0","  152",",,0","    6",",,0","  -61",",I,0",,,,,,,"    0",",,0,0700",,
"USC00200842","2005-12-16","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  102",",,0,0700","   61",",,0","  127",",,0","    6",",,0","  -89",",,0",,,,,,,"  -83",",,0,0700",,
"USC00200842","2005-12-17","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    3",",,0,0700","    3",",,0","  127",",,0","  -22",",,0"," -100",",,0",,,,,,,"  -83",",,0,0700",,
"USC00200842","2005-12-18","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  127",",,0","  -56",",,0"," -178",",,0",,,,,,," -133",",,0,0700",,
"USC00200842","2005-12-19","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  127",",,0","  -44",",,0"," -156",",,0",,,,,,," -150",",,0,0700",,
"USC00200842","2005-12-20","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  127",",,0"," -100",",,0"," -144",",,0",,,,,,," -122",",,0,0700",,
"USC00200842","2005-12-21","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  127",",,0","  -33",",,0"," -122",",,0",,,,,,,"  -67",",,0,0700",,
"USC00200842","2005-12-22","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  127",",,0","  -39",",,0"," -128",",,0",,,,,,,"  -94",",,0,0700",,
"USC00200842","2005-12-23","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  102",",,0","   11",",,0","  -94",",,0",,,,,,,"    6",",,0,0700",,
"USC00200842","2005-12-24","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  102",",,0","   28",",,0","  -11",",,0",,,,,,,"   -6",",,0,0700",,
"USC00200842","2005-12-25","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","  102",",,0","   33",",,0","  -11",",,0",,,,,,,"    6",",,0,0700",,
"USC00200842","2005-12-26","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  140",",,0,0700","    3",",,0","   76",",,0","   11",",,0","    0",",,0",,,,,,,"   11",",,0,0700",,
"USC00200842","2005-12-27","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","   76",",,0","   17",",,0","    0",",,0",,,,,,,"    6",",,0,0700",,
"USC00200842","2005-12-28","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","   51",",,0","   28",",,0","    0",",,0",,,,,,,"   28",",,0,0700",,
"USC00200842","2005-12-29","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  165",",,0,0700","    0","P,,0","   25",",,0","   44",",,0","   11",",,0",,,,,,,"   11",",,0,0700",,
"USC00200842","2005-12-30","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0",",,0","    0",",,0","   11",",,0","    0",",,0",,,,,,,"   11",",,0,0700",,
"USC00200842","2005-12-31","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   43",",,0,0700","   28",",,0","   25",",,0","   22",",,0","    0",",,0",,,,,,,"   11",",,0,0700",,
"USC00200842","2006-01-01","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0",",,0","    0",",,0","   11",",,0","    0",",,0",,,,,,,"   11",",,0,0700",,
"USC00200842","2006-01-02","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   46",",,0,0700","    0",",,0","    0",",,0","   28",",,0","   11",",,0",,,,,,,"   22",",,0,0700",,
"USC00200842","2006-01-03","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   36",",,0,0700","    0",",,0","    0",",,0","   33",",,0","   22",",,0",,,,,,,"   28",",,0,0700",,
"USC00200842","2006-01-04","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    3",",,0,0700","    0",",,0","    0",",,0","   61",",,0","   28",",,0",,,,,,,"   61",",,0,0700",,
"USC00200842","2006-01-05","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    8",",,0,0700","    0",",,0","    0",",,0","   67",",,0","   22",",,0",,,,,,,"   28",",,0,0700",,
"USC00200842","2006-01-06","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    5",",,0,0700","    0",",,0","    0",",,0","   28",",,0","  -56",",,0",,,,,,,"  -56",",,0,0700",,
"USC00200842","2006-01-07","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  -11",",,0","  -56",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2006-01-08","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0",",,0","    0",",,0","    6",",,0","  -17",",,0",,,,,,,"    0",",,0,0700",,
"USC00200842","2006-01-09","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   56",",,0","  -22",",,0",,,,,,,"   17",",,0,0700",,
"USC00200842","2006-01-10","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   39",",,0","  -22",",,0",,,,,,,"  -22",",,0,0700",,
"USC00200842","2006-01-11","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   38",",,0,0700","    0","P,,0","    0","P,,0","   67",",,0","  -28",",,0",,,,,,,"   67",",,0,0700",,
"USC00200842","2006-01-12","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0",",,0","    0",",,0","   78",",,0","    6",",,0",,,,,,,"    6",",,0,0700",,
"USC00200842","2006-01-13","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  111",",,0","    0",",,0",,,,,,,"   89",",,0,0700",,
"USC00200842","2006-01-14","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  109",",,0,0700","    0","T,,0","    0",",,0","  106",",,0","  -11",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2006-01-15","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  -44",",I,0","  -56",",,0",,,,,,,"  -50",",,0,0700",,
"USC00200842","2006-01-16","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   11",",,0","  -50",",,0",,,,,,,"   -6",",,0,0700",,
"USC00200842","2006-01-17","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   13",",,0,0700","    0",",,0","    0",",,0","   17",",,0","  -17",",,0",,,,,,,"   11",",,0,0700",,
"USC00200842","2006-01-18","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  234",",,0,0700","   69",",,0","   76",",,0","   39",",,0","  -22",",,0",,,,,,,"  -22",",,0,0700",,
"USC00200842","2006-01-19","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   15",",,0,0700","   61",",,0","    0","T,,0","  -22",",,0","  -72",",,0",,,,,,,"  -33",",,0,0700",,
"USC00200842","2006-01-20","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  100",",,0","  -33",",,0",,,,,,,"   89",",,0,0700",,
"USC00200842","2006-01-21","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   89",",,0,0700","    0",",,0","    0",",,0","  117",",,0","    0",",,0",,,,,,,"    0",",,0,0700",,
"USC00200842","2006-01-22","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0",",,0","    0",",,0","  117",",,0","  -44",",,0",,,,,,,"  -44",",,0,0700",,
"USC00200842","2006-01-23","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   22",",,0","  -44",",,0",,,,,,,"  -17",",,0,0700",,
"USC00200842","2006-01-24","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   44",",,0","  -33",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2006-01-25","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   25",",,0,0700","    3",",,0","    0",",,0","   28",",,0","  -17",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2006-01-26","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    3",",,0","    0",",,0","    0",",,0","  -50",",,0",,,,,,,"  -33",",,0,0700",,
"USC00200842","2006-01-27","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US",,,,,,,"   11",",,0","  -39",",,0",,,,,,,"   -6",",,0,0700",,
"USC00200842","2006-01-28","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   89",",,0","   -6",",,0",,,,,,,"   83",",,0,0700",,
"USC00200842","2006-01-29","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   84",",,0,0700","    0",",,0","    0",",,0","  100",",,0","   56",",,0",,,,,,,"   72",",,0,0700",,
"USC00200842","2006-01-30","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   71",",,0,0700","    0",",,0","    0",",,0","  117",",,0","   28",",,0",,,,,,,"   28",",,0,0700",,
"USC00200842","2006-01-31","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0",",,0","    0",",,0","   67",",,0","  -11",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2006-02-01","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   11",",,0","  -28",",,0",,,,,,,"   -6",",,0,0700",,
"USC00200842","2006-02-02","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   94",",,0","   -6",",,0",,,,,,,"   22",",,0,0700",,
"USC00200842","2006-02-03","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  117",",,0,0700","    0",",,0","    0",",,0","   67",",,0","   11",",,0",,,,,,,"   11",",,0,0700",,
"USC00200842","2006-02-04","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   18",",,0,0700","    0",",,0","    0",",,0","   61",",,0","    0",",,0",,,,,,,"   17",",,0,0700",,
"USC00200842","2006-02-05","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  178",",,0,0700","    5",",,0","    0",",,0","   28",",,0","  -17",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2006-02-06","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    5",",,0,0700","    0",",,0","    0",",,0","   11",",,0","  -50",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2006-02-07","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","    6",",,0","  -39",",,0",,,,,,,"  -28",",,0,0700",,
"USC00200842","2006-02-08","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  -17",",,0","  -61",",,0",,,,,,,"  -61",",,0,0700",,
"USC00200842","2006-02-09","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0","T,,0","    0",",,0","  -44",",,0"," -106",",,0",,,,,,,"  -94",",,0,0700",,
"USC00200842","2006-02-10","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0",",,0","    0",",,0","   11",",,0","  -94",",,0",,,,,,,"  -39",",,0,0700",,
"USC00200842","2006-02-11","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   11",",,0","  -39",",,0",,,,,,,"  -22",",,0,0700",,
"USC00200842","2006-02-12","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   10",",,0,0700","    3",",,0","    0",",,0","   -6",",,0"," -122",",,0",,,,,,," -117",",,0,0700",,
"USC00200842","2006-02-13","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0","P,,0","    0","P,,0","   -6",",,0"," -117",",,0",,,,,,,"  -44",",,0,0700",,
"USC00200842","2006-02-14","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  -11",",,0","  -61",",,0",,,,,,,"  -56",",,0,0700",,
"USC00200842","2006-02-15","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   72",",,0","  -61",",,0",,,,,,,"   17",",,0,0700",,
"USC00200842","2006-02-16","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  119",",,0,0700","    0",",,0","    0",",,0","   78",",,0","   11",",,0",,,,,,,"   11",",,0,0700",,
"USC00200842","2006-02-17","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  188",",,0,0700","    0",",,0","    0",",,0","  106",",,0","  -44",",,0",,,,,,,"  -17",",,0,0700",,
"USC00200842","2006-02-18","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  -11",",,0"," -156",",,0",,,,,,," -117",",,0,0700",,
"USC00200842","2006-02-19","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0"," -111",",,0"," -150",",,0",,,,,,," -133",",,0,0700",,
"USC00200842","2006-02-20","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  -61",",,0"," -133",",,0",,,,,,," -117",",,0,0700",,
"USC00200842","2006-02-21","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  -11",",,0"," -117",",,0",,,,,,,"  -61",",,0,0700",,
"USC00200842","2006-02-22","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   33",",,0","  -61",",,0",,,,,,,"  -22",",,0,0700",,
"USC00200842","2006-02-23","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   76",",,0,0700","    0",",,0","    0",",,0","   89",",,0","  -44",",,0",,,,,,,"  -33",",,0,0700",,
"USC00200842","2006-02-24","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   89",",,0","  -83",",,0",,,,,,,"  -83",",,0,0700",,
"USC00200842","2006-02-25","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   44",",,0","  -83",",,0",,,,,,,"   28",",,0,0700",,
"USC00200842","2006-02-26","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   28",",,0","  -89",",,0",,,,,,,"  -33",",,0,0700",,
"USC00200842","2006-02-27","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  -11",",,0","  -67",",,0",,,,,,,"  -44",",,0,0700",,
"USC00200842","2006-02-28","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    3",",,0,0700","    3",",,0","    0",",,0","   -6",",,0"," -100",",,0",,,,,,,"  -89",",,0,0700",,
"USC00200842","2006-03-01","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   22",",,0","  -89",",,0",,,,,,,"  -39",",,0,0700",,
"USC00200842","2006-03-02","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   25",",,0,0700","    0",",,0","    0",",,0","   22",",,0","  -39",",,0",,,,,,,"  -17",",,0,0700",,
"USC00200842","2006-03-03","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   13",",,0,0700","    0",",,0","    0",",,0","  -11",",,0","  -44",",,0",,,,,,,"  -44",",,0,0700",,
"USC00200842","2006-03-04","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","  -28",",,0","  -83",",,0",,,,,,,"  -78",",,0,0700",,
"USC00200842","2006-03-05","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   39",",,0","  -78",",,0",,,,,,,"  -61",",,0,0700",,
"USC00200842","2006-03-06","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    5",",,0,0700","   10",",,0","    0",",,0","   44",",,0","  -61",",,0",,,,,,,"  -17",",,0,0700",,
"USC00200842","2006-03-07","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    5",",,0,0700","    0",",,0","    0",",,0","   33",",,0","  -72",",,0",,,,,,,"  -67",",,0,0700",,
"USC00200842","2006-03-08","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0","T,,0,0700","    0",",,0","    0",",,0","   61",",,0","  -67",",,0",,,,,,,"   17",",,0,0700",,
"USC00200842","2006-03-09","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   20",",,0,0700","    0",",,0","    0",",,0","  117",",,0","   17",",,0",,,,,,,"  117",",,0,0700",,
"USC00200842","2006-03-10","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  150",",,0,0700","    0",",,0","    0",",,0","  144",",,0","   61",",,0",,,,,,,"   67",",,0,0700",,
"USC00200842","2006-03-11","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   72",",,0","  -11",",,0",,,,,,,"   39",",,0,0700",,
"USC00200842","2006-03-12","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  109",",,0,0700","    0",",,0","    0",",,0","  139",",,0","   39",",,0",,,,,,,"  122",",,0,0700",,
"USC00200842","2006-03-13","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","  155",",,0,0700","    0",",,0","    0",",,0","  183",",,0","   61",",,0",,,,,,,"  133",",,0,0700",,
"USC00200842","2006-03-14","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","   71",",,0,0700","    0",",,0","    0",",,0","  200",",,0","   -6",",,0",,,,,,,"   -6",",,0,0700",,
"USC00200842","2006-03-15","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    3",",,0,0700","    0",",,0","    0",",,0","   39",",,0","  -17",",,0",,,,,,,"  -17",",,0,0700",,
"USC00200842","2006-03-16","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   61",",,0","  -28",",,0",,,,,,,"  -11",",,0,0700",,
"USC00200842","2006-03-17","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US",,,"    0",",,0","    0",",,0","   39",",,0","  -33",",,0",,,,,,,"  -28",",,0,0700",,
"USC00200842","2006-03-18","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   44",",,0","  -56",",,0",,,,,,,"  -56",",,0,0700",,
"USC00200842","2006-03-19","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   44",",,0","  -56",",,0",,,,,,,"  -39",",,0,0700",,
"USC00200842","2006-03-20","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   56",",,0","  -50",",,0",,,,,,,"  -33",",,0,0700",,
"USC00200842","2006-03-21","41.84","-83.8608","210.3","BLISSFIELD 1 NNE, MI US","    0",",,0,0700","    0",",,0","    0",",,0","   33",",,0","  -61",",,0",,,,,,,"  -50",",,0,0700",,
