"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","SNWD","SNWD_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","DAPR","DAPR_ATTRIBUTES","MDPR","MDPR_ATTRIBUTES","TOBS","TOBS_ATTRIBUTES","WESD","WESD_ATTRIBUTES","WT01","WT01_ATTRIBUTES","WT03","WT03_ATTRIBUTES","WT04","WT04_ATTRIBUTES","WT05","WT05_ATTRIBUTES","WT06","WT06_ATTRIBUTES","WT11","WT11_ATTRIBUTES"
"USC00207312","2011-05-11","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  211",",,K","   83",",,K",,,,,"  128",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-05-12","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    3",",,K,0800",,,,,"  267",",,K","  128",",,K",,,,,"  139",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-05-13","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  294",",,K","  128",",,K",,,,,"  156",",,K,0800",,,"    1",",,K","    1",",,K",,,,,,,,
"USC00207312","2011-05-14","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   23",",,K,0800",,,,,"  283",",,K","  144",",,K",,,,,"  156",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-05-15","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   53",",,K,0800",,,,,"  172",",,K","   78",",,K",,,,,"   78",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-05-16","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  114",",,K,0800",,,,,"  100",",,K","   33",",,K",,,,,"   33",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-05-17","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0","T,,K,0800",,,,,"  111",",,K","   33",",,K",,,,,"   67",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-05-18","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   46",",,K,0800",,,,,"  128",",,K","   67",",,K",,,,,"   94",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-05-19","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   30",",,K,0800",,,,,"  167",",,K","   94",",,K",,,,,"  111",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-05-20","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    5",",,K,0800",,,,,"  211",",,K","  111",",,K",,,,,"  133",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-05-21","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  239",",,K","   89",",,K",,,,,"  144",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-05-22","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   13",",,K,0800",,,,,"  261",",,K","  144",",,K",,,,,"  178",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-05-23","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  289",",,K","  144",",,K",,,,,"  178",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-05-24","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   71",",,K,0800",,,,,"  261",",,K","  150",",,K",,,,,"  178",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-05-25","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0","T,,K,0800",,,,,"  256",",,K","   61",",,K",,,,,"   67",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-05-26","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  541",",,K,0800",,,,,"  189",",,K","   67",",,K",,,,,"  139",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-05-27","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  282",",,K,0800",,,,,"  200",",,K","   56",",,K",,,,,"   72",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-05-28","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    3",",,K,0800",,,,,"  139",",,K","   72",",,K",,,,,"  117",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-05-29","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  109",",,K,0800",,,,,"  200",",,K","   89",",,K",,,,,"  111",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-05-30","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    3",",,K,0800",,,,,"  267",",,K","  111",",,K",,,,,"  150",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-06-01","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  311",",,K","  167",",,K",,,,,"  189",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-02","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  261",",,K","  122",",,K",,,,,"  150",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-03","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  233",",,K","   78",",,K",,,,,"  139",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-04","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  239",",,K","  139",",,K",,,,,"  183",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-05","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  328",",,K","  150",",,K",,,,,"  189",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-06","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  306",",,K","  122",",,K",,,,,"  183",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-07","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  306",",,K","  178",",,K",,,,,"  228",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-08","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  344",",,K","  189",",,K",,,,,"  233",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-09","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    3",",,K,0800",,,,,"  339",",,K","  172",",,K",,,,,"  194",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-06-10","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  256",",,K","  111",",,K",,,,,"  111",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-06-11","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  196",",,K,0800",,,,,"  172",",,K","  100",",,K",,,,,"  139",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-12","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  267",",,K","  100",",,K",,,,,"  106",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-13","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  183",",,K","   89",",,K",,,,,"  128",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-14","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  250",",,K","   89",",,K",,,,,"  139",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-15","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  256",",,K","   83",",,K",,,,,"  128",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-16","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   23",",,K,0800",,,,,"  244",",,K","  128",",,K",,,,,"  144",",,K,0800",,,"    1",",,K","    1",",,K",,,,,,,,
"USC00207312","2011-06-17","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    3",",,K,0800",,,,,"  239",",,K","  100",",,K",,,,,"  178",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-06-18","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  278",",,K","  133",",,K",,,,,"  183",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-19","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  294",",,K","  122",",,K",,,,,"  156",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-20","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  283",",,K","  128",",,K",,,,,"  167",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-21","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    8",",,K,0800",,,,,"  239",",,K","  167",",,K",,,,,"  189",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-06-22","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0","T,,K,0800",,,,,"  311",",,K","  189",",,K",,,,,"  200",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-06-23","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   36",",,K,0800",,,,,"  289",",,K","  167",",,K",,,,,"  167",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-24","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   74",",,K,0800",,,,,"  233",",,K","  161",",,K",,,,,"  161",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-25","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    3",",,K,0800",,,,,"  211",",,K","  117",",,K",,,,,"  139",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-26","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  256",",,K","  139",",,K",,,,,"  172",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-27","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  283",",,K","  117",",,K",,,,,"  150",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-28","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  283",",,K","  150",",,K",,,,,"  194",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-29","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  250",",,K","  100",",,K",,,,,"  144",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-06-30","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  272",",,K","  144",",,K",,,,,"  172",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-01","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  306",",,K","  133",",,K",,,,,"  194",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-02","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  322",",,K","  167",",,K",,,,,"  217",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-07-03","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   51",",,K,0800",,,,,"  356",",,K","  178",",,K",,,,,"  228",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-07-04","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  191",",,K,0800",,,,,"  322",",,K","  156",",,K",,,,,"  183",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-07-05","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  300",",,K","  133",",,K",,,,,"  211",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-06","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  322",",,K","  172",",,K",,,,,"  194",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-07","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  311",",,K","  144",",,K",,,,,"  178",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-08","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  283",",,K","  178",",,K",,,,,"  239",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-09","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  306",",,K","  194",",,K",,,,,"  233",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-10","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  322",",,K","  178",",,K",,,,,"  194",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-11","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  333",",,K","  172",",,K",,,,,"  206",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-07-12","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   53",",,K,0800",,,,,"  283",",,K","  167",",,K",,,,,"  228",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-13","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  322",",,K","  144",",,K",,,,,"  167",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-14","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  267",",,K","  100",",,K",,,,,"  183",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-15","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  289",",,K","  144",",,K",,,,,"  167",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-16","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  306",",,K","  150",",,K",,,,,"  211",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-17","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  328",",,K","  178",",,K",,,,,"  228",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-18","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  350",",,K","  211",",,K",,,,,"  239",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-07-19","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  135",",,K,0800",,,,,"  344",",,K","  206",",,K",,,,,"  239",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-20","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  350",",,K","  200",",,K",,,,,"  239",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-21","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  350",",,K","  222",",,K",,,,,"  256",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-22","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  361",",,K","  183",",,K",,,,,"  239",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-07-23","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  124",",,K,0800",,,,,"  339",",,K","  189",",,K",,,,,"  211",",,K,0800",,,"    1",",,K","    1",",,K",,,,,,,,
"USC00207312","2011-07-24","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  254",",,K,0800",,,,,"  317",",,K","  183",",,K",,,,,"  217",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-07-25","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  317",",,K","  200",",,K",,,,,"  228",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-26","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  317",",,K","  200",",,K",,,,,"  211",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-27","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  306",",,K","  156",",,K",,,,,"  200",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-07-28","42.1236","-83.8199","256.0","SALINE 4 SW, MI US"," 1054",",,K,0800",,,,,"  283",",,K","  172",",,K",,,,,"  206",",,K,0800",,,"    1",",,K","    1",",,K",,,,,,,,
"USC00207312","2011-07-29","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  516",",,K,0800",,,,,"  317",",,K","  189",",,K",,,,,"  206",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-07-30","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  306",",,K","  161",",,K",,,,,"  211",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-07-31","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  317",",,K","  172",",,K",,,,,"  211",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-01","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  322",",,K","  189",",,K",,,,,"  206",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-02","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  322",",,K","  194",",,K",,,,,"  206",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-03","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  135",",,K,0800",,,,,"  300",",,K","  200",",,K",,,,,"  211",",,K,0800",,,"    1",",,K","    1",",,K",,,,,,,,
"USC00207312","2011-08-04","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  289",",,K","  156",",,K",,,,,"  183",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-05","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  272",",,K","  161",",,K",,,,,"  183",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-06","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  306",",,K","  183",",,K",,,,,"  211",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-08-07","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   18",",,K,0800",,,,,"  306",",,K","  183",",,K",,,,,"  194",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-08-08","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  300",",,K","  172",",,K",,,,,"  183",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-08-09","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   66",",,K,0800",,,,,"  289",",,K","  161",",,K",,,,,"  172",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-08-10","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  102",",,K,0800",,,,,"  283",",,K","  139",",,K",,,,,"  161",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-11","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  244",",,K","  100",",,K",,,,,"  139",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-12","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  267",",,K","  111",",,K",,,,,"  144",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-13","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  278",",,K","  144",",,K",,,,,"  178",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-08-14","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   53",",,K,0800",,,,,"  283",",,K","  139",",,K",,,,,"  144",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-15","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   43",",,K,0800",,,,,"  222",",,K","  128",",,K",,,,,"  167",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-16","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  267",",,K","  111",",,K",,,,,"  144",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-17","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  289",",,K","  128",",,K",,,,,"  156",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-18","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  283",",,K","  139",",,K",,,,,"  167",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-19","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  300",",,K","  122",",,K",,,,,"  144",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-20","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  300",",,K","  128",",,K",,,,,"  178",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-21","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    5",",,K,0800",,,,,"  283",",,K","  156",",,K",,,,,"  161",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-22","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   10",",,K,0800",,,,,"  261",",,K","   83",",,K",,,,,"  106",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-23","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  256",",,K","   89",",,K",,,,,"  122",",,K,0800",,,"    1",",,K","    1",",,K",,,,,,,,
"USC00207312","2011-08-24","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  104",",,K,0800",,,,,"  289",",,K","  122",",,K",,,,,"  156",",,K,0800",,,,,"    1",",,K",,,,,,,,
"USC00207312","2011-08-25","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  109",",,K,0800",,,,,"  311",",,K","  139",",,K",,,,,"  167",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-26","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  250",",,K","   94",",,K",,,,,"  128",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-27","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  267",",,K","  122",",,K",,,,,"  144",",,K,0800",,,"    1",",,K",,,,,,,,,,
"USC00207312","2011-08-28","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  283",",,K","  139",",,K",,,,,"  150",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-29","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  256",",,K","   78",",,K",,,,,"  122",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-30","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  261",",,K","   89",",,K",,,,,"  100",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-08-31","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,K,0800",,,,,"  261",",,K","  100",",,K",,,,,"  150",",,K,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-16","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"  139",",,7","   28",",,7",,,,,"   33",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-17","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"   94",",,7","  -56",",,7",,,,,"   -6",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-18","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"   44",",,7","  -89",",,7",,,,,"  -33",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-19","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"   83",",,7","  -33",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-20","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"  144",",,7","  -11",",,7",,,,,"   67",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-21","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"  111",",,7","  -22",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-22","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"  100",",,7","  -39",",,7",,,,,"   11",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-23","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  429",",,7,0800",,,,,"   50",",,7","  -17",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-24","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    0",",,7,0800",,,,,"  122",",,7","  -33",",,7",,,,,"    6",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-25","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","    5",",,7,0800",,,,,"   67",",,7","    0",",,7",,,,,"   28",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-26","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"  150",",,7","   28",",,7",,,,,"   61",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-27","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   61",",,7,0800",,,,,"  167",",,7","   61",",,7",,,,,"  100",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-28","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   99",",,7,0800",,,,,"  128",",,7","  -22",",,7",,,,,"   -6",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-29","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  460",",,7,0800",,,,,"   50",",,7","   -6",",,7",,,,,"    0",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-11-30","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","  165",",,7,0800","    3",",,7,","   25",",,7,","   33",",,7","  -50",",,7",,,,,"  -33",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-12-01","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"   33",",,7"," -100",",,7",,,,,"  -44",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-12-02","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   25",",,7,0800",,,"    0","T,,7,","   50",",,7","  -50",",,7",,,,,"  -22",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-12-03","42.1236","-83.8199","256.0","SALINE 4 SW, MI US",,,,,,,"   44",",,7","  -56",",,7",,,,,"  -17",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-12-04","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   48",",,7,0800",,,,,"   78",",,7","  -17",",,7",,,,,"   39",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-12-05","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   66",",,7,0800",,,,,"  111",",,7","    6",",,7",,,,,"   11",",,7,0800",,,,,,,,,,,,,,
"USC00207312","2011-12-06","42.1236","-83.8199","256.0","SALINE 4 SW, MI US","   66",",,7,0800","   63",",,7,","   76",",,7,","   39",",,7","  -50",",,7",,,,,"  -44",",,7,0800",,,,,,,,,,,,,,
